,Image_Name,Label,Orginial_Name,brightness,Original_height,Original_width,intensity_blue,intensity_green,intensity_red,edge_density
normalised_10252.jpg,normalised_10252.jpg,buildings,10252.jpg,112.2489037037037,150,150,114.13,117.57,105.05,0.3364
normalised_10257.jpg,normalised_10257.jpg,buildings,10257.jpg,148.40666666666667,150,150,137.45,146.25,161.52,0.5888
normalised_10266.jpg,normalised_10266.jpg,buildings,10266.jpg,149.88462222222222,150,150,145.4,149.79,154.46,0.552
normalised_10278.jpg,normalised_10278.jpg,buildings,10278.jpg,98.42936296296297,150,150,100.83,99.77,94.69,0.4876
normalised_1028.jpg,normalised_1028.jpg,buildings,1028.jpg,121.83161481481481,150,150,133.53,118.09,113.88,0.4334
normalised_10295.jpg,normalised_10295.jpg,buildings,10295.jpg,73.55133333333333,150,150,72.17,73.26,75.22,0.3447
normalised_10303.jpg,normalised_10303.jpg,buildings,10303.jpg,119.9100888888889,150,150,120.78,119.26,119.69,0.729
normalised_10306.jpg,normalised_10306.jpg,buildings,10306.jpg,121.51238518518518,150,150,131.64,124.29,108.6,0.2761
normalised_10310.jpg,normalised_10310.jpg,buildings,10310.jpg,113.04318518518518,150,150,113.44,113.32,112.38,0.2082
normalised_10312.jpg,normalised_10312.jpg,buildings,10312.jpg,49.382666666666665,150,150,61.49,49.73,36.93,0.2276
normalised_10316.jpg,normalised_10316.jpg,buildings,10316.jpg,113.80251851851853,150,150,113.9,114.16,113.35,0.5701
normalised_10318.jpg,normalised_10318.jpg,buildings,10318.jpg,78.49785185185185,150,150,78.37,73.96,83.16,0.859
normalised_10328.jpg,normalised_10328.jpg,buildings,10328.jpg,134.95546666666667,150,150,129.16,131.05,144.65,0.6779
normalised_10350.jpg,normalised_10350.jpg,buildings,10350.jpg,153.96955555555556,150,150,145.82,157.11,158.99,0.3053
normalised_10357.jpg,normalised_10357.jpg,buildings,10357.jpg,110.05315555555555,150,150,110.05,110.05,110.05,0.8749
normalised_10362.jpg,normalised_10362.jpg,buildings,10362.jpg,102.59005925925926,150,150,87.61,100.96,119.2,0.7433
normalised_10367.jpg,normalised_10367.jpg,buildings,10367.jpg,112.06285925925926,150,150,103.4,116.8,115.99,0.8351
normalised_10374.jpg,normalised_10374.jpg,buildings,10374.jpg,47.14715555555556,150,150,47.15,47.15,47.15,0.2816
normalised_10383.jpg,normalised_10383.jpg,buildings,10383.jpg,77.49702222222223,150,150,94.38,79.66,58.46,0.4877
normalised_10402.jpg,normalised_10402.jpg,buildings,10402.jpg,160.36512592592592,150,150,123.19,173.09,184.81,0.341
normalised_1041.jpg,normalised_1041.jpg,buildings,1041.jpg,34.74783703703704,150,150,26.24,36.9,41.11,0.4749
normalised_10421.jpg,normalised_10421.jpg,buildings,10421.jpg,142.1722814814815,150,150,150.53,142.92,133.06,0.3663
normalised_10444.jpg,normalised_10444.jpg,buildings,10444.jpg,154.79711111111112,150,150,154.8,154.8,154.8,0.5855
normalised_1045.jpg,normalised_1045.jpg,buildings,1045.jpg,106.02220740740741,150,150,108.16,107.19,102.72,0.6717
normalised_10452.jpg,normalised_10452.jpg,buildings,10452.jpg,120.86724444444444,150,150,121.65,116.75,124.2,0.5372
normalised_10466.jpg,normalised_10466.jpg,buildings,10466.jpg,121.30401481481482,150,150,124.75,121.24,117.92,0.7588
normalised_10480.jpg,normalised_10480.jpg,buildings,10480.jpg,126.51358518518518,150,150,118.74,125.84,134.96,0.6715
normalised_10485.jpg,normalised_10485.jpg,buildings,10485.jpg,111.06714074074074,150,150,95.77,114.45,122.98,0.9565
normalised_10489.jpg,normalised_10489.jpg,buildings,10489.jpg,115.68574814814815,150,150,128.8,115.18,103.08,0.708
normalised_10495.jpg,normalised_10495.jpg,buildings,10495.jpg,141.83903703703703,150,150,147.61,147.82,130.1,0.6463
normalised_10499.jpg,normalised_10499.jpg,buildings,10499.jpg,126.94515555555556,150,150,117.54,132.02,131.28,0.6088
normalised_10500.jpg,normalised_10500.jpg,buildings,10500.jpg,161.67146666666667,150,150,165.1,161.81,158.11,0.4204
normalised_10502.jpg,normalised_10502.jpg,buildings,10502.jpg,132.01875555555554,150,150,142.94,130.78,122.33,0.4764
normalised_10511.jpg,normalised_10511.jpg,buildings,10511.jpg,107.54271111111112,150,150,97.27,114.84,110.52,0.4916
normalised_10520.jpg,normalised_10520.jpg,buildings,10520.jpg,113.13225185185185,150,150,115.22,113.04,111.13,0.1954
normalised_10528.jpg,normalised_10528.jpg,buildings,10528.jpg,134.8180888888889,150,150,129.05,133.74,141.67,0.404
normalised_1055.jpg,normalised_1055.jpg,buildings,1055.jpg,157.69965925925925,150,150,145.52,158.64,168.94,0.5956
normalised_10553.jpg,normalised_10553.jpg,buildings,10553.jpg,105.86176296296296,150,150,130.07,109.0,78.51,0.6404
normalised_10559.jpg,normalised_10559.jpg,buildings,10559.jpg,120.90019259259259,150,150,115.69,122.31,124.69,0.7866
normalised_10570.jpg,normalised_10570.jpg,buildings,10570.jpg,121.15505185185185,150,150,95.34,119.27,148.86,0.6968
normalised_10576.jpg,normalised_10576.jpg,buildings,10576.jpg,125.18296296296296,150,150,123.84,123.38,128.33,0.5145
normalised_1058.jpg,normalised_1058.jpg,buildings,1058.jpg,105.60382222222222,150,150,99.18,103.93,113.7,0.3568
normalised_10582.jpg,normalised_10582.jpg,buildings,10582.jpg,118.28008888888888,150,150,143.47,120.16,91.21,0.5196
normalised_10598.jpg,normalised_10598.jpg,buildings,10598.jpg,110.02626666666667,150,150,85.18,112.84,132.07,0.7607
normalised_10608.jpg,normalised_10608.jpg,buildings,10608.jpg,37.23254814814815,150,150,21.81,34.53,55.36,0.4445
normalised_10620.jpg,normalised_10620.jpg,buildings,10620.jpg,143.4846074074074,150,150,168.75,147.69,114.01,0.5502
normalised_10626.jpg,normalised_10626.jpg,buildings,10626.jpg,135.1510962962963,150,150,126.15,137.0,142.31,0.5645
normalised_10630.jpg,normalised_10630.jpg,buildings,10630.jpg,120.58822222222223,150,150,132.69,119.16,109.91,0.6761
normalised_1064.jpg,normalised_1064.jpg,buildings,1064.jpg,159.83278518518517,150,150,162.52,159.87,157.1,0.5625
normalised_10641.jpg,normalised_10641.jpg,buildings,10641.jpg,110.60851851851852,150,150,102.98,112.81,116.04,0.5479
normalised_10646.jpg,normalised_10646.jpg,buildings,10646.jpg,122.298,150,150,160.13,119.81,86.95,0.4951
normalised_10653.jpg,normalised_10653.jpg,buildings,10653.jpg,36.31616296296296,150,150,38.38,33.27,37.3,0.6054
normalised_10656.jpg,normalised_10656.jpg,buildings,10656.jpg,135.42435555555556,150,150,128.81,138.12,139.34,0.4695
normalised_10672.jpg,normalised_10672.jpg,buildings,10672.jpg,130.45607407407408,150,150,167.19,129.71,94.47,0.5466
normalised_10695.jpg,normalised_10695.jpg,buildings,10695.jpg,149.8845037037037,150,150,161.63,151.29,136.74,0.5634
normalised_10699.jpg,normalised_10699.jpg,buildings,10699.jpg,120.57851851851852,150,150,112.1,123.04,126.6,0.5793
normalised_10717.jpg,normalised_10717.jpg,buildings,10717.jpg,113.78887407407407,150,150,105.52,115.79,120.06,0.837
normalised_10720.jpg,normalised_10720.jpg,buildings,10720.jpg,110.78722962962964,150,150,125.65,110.82,95.89,0.4419
normalised_10730.jpg,normalised_10730.jpg,buildings,10730.jpg,143.04585185185186,150,150,139.03,146.11,144.0,0.8724
normalised_10744.jpg,normalised_10744.jpg,buildings,10744.jpg,98.24100740740741,150,150,99.84,106.45,88.43,0.5396
normalised_10754.jpg,normalised_10754.jpg,buildings,10754.jpg,88.33774814814815,150,150,94.8,85.74,84.47,0.6511
normalised_10756.jpg,normalised_10756.jpg,buildings,10756.jpg,136.37454814814814,150,150,124.02,137.48,147.62,0.9168
normalised_10790.jpg,normalised_10790.jpg,buildings,10790.jpg,133.92931851851853,150,150,134.88,134.94,131.97,0.3605
normalised_10792.jpg,normalised_10792.jpg,buildings,10792.jpg,81.06948148148147,150,150,75.05,81.71,86.44,0.4512
normalised_10798.jpg,normalised_10798.jpg,buildings,10798.jpg,115.47122962962963,150,150,121.92,115.62,108.87,0.4324
normalised_10805.jpg,normalised_10805.jpg,buildings,10805.jpg,119.1872,150,150,109.82,120.86,126.88,0.6132
normalised_10809.jpg,normalised_10809.jpg,buildings,10809.jpg,122.16722962962963,150,150,137.22,122.01,107.27,0.4489
normalised_10812.jpg,normalised_10812.jpg,buildings,10812.jpg,117.21472592592593,150,150,130.55,119.74,101.35,0.7274
normalised_10828.jpg,normalised_10828.jpg,buildings,10828.jpg,120.1042962962963,150,150,119.3,119.61,121.4,0.546
normalised_10831.jpg,normalised_10831.jpg,buildings,10831.jpg,130.56854814814815,150,150,163.83,129.33,98.55,0.5311
normalised_10832.jpg,normalised_10832.jpg,buildings,10832.jpg,41.906785185185186,150,150,50.15,38.04,37.54,0.4741
normalised_10842.jpg,normalised_10842.jpg,buildings,10842.jpg,135.81842962962963,150,150,133.72,136.62,137.12,0.7448
normalised_10849.jpg,normalised_10849.jpg,buildings,10849.jpg,93.4396888888889,150,150,77.53,99.76,103.03,0.4536
normalised_10865.jpg,normalised_10865.jpg,buildings,10865.jpg,81.92771851851852,150,150,74.39,83.14,88.25,0.7091
normalised_10872.jpg,normalised_10872.jpg,buildings,10872.jpg,106.52737777777777,150,150,142.24,107.63,69.71,0.6131
normalised_10878.jpg,normalised_10878.jpg,buildings,10878.jpg,90.8240888888889,150,150,82.13,93.22,97.12,0.6707
normalised_10886.jpg,normalised_10886.jpg,buildings,10886.jpg,165.8989925925926,150,150,160.87,165.41,171.41,0.5362
normalised_10892.jpg,normalised_10892.jpg,buildings,10892.jpg,126.51854814814814,150,150,128.66,126.23,124.67,0.4715
normalised_10899.jpg,normalised_10899.jpg,buildings,10899.jpg,101.94653333333333,150,150,101.95,101.95,101.95,0.4945
normalised_1090.jpg,normalised_1090.jpg,buildings,1090.jpg,81.23788148148148,150,150,80.1,82.44,81.17,0.6611
normalised_10911.jpg,normalised_10911.jpg,buildings,10911.jpg,105.20435555555555,150,150,110.86,106.46,98.3,0.4518
normalised_10921.jpg,normalised_10921.jpg,buildings,10921.jpg,63.83551111111111,150,150,49.61,67.81,74.08,0.321
normalised_10924.jpg,normalised_10924.jpg,buildings,10924.jpg,158.5273037037037,150,150,168.52,159.3,147.77,0.5021
normalised_1093.jpg,normalised_1093.jpg,buildings,1093.jpg,129.0156888888889,150,150,136.99,131.51,118.54,0.7222
normalised_10936.jpg,normalised_10936.jpg,buildings,10936.jpg,129.5415851851852,150,150,127.42,131.42,129.78,0.5416
normalised_10963.jpg,normalised_10963.jpg,buildings,10963.jpg,124.27816296296297,150,150,131.57,124.74,116.52,0.5399
normalised_10978.jpg,normalised_10978.jpg,buildings,10978.jpg,93.53151111111112,150,150,96.26,93.31,91.02,0.3523
normalised_10997.jpg,normalised_10997.jpg,buildings,10997.jpg,153.2187851851852,150,150,150.8,153.32,155.54,0.6201
normalised_11003.jpg,normalised_11003.jpg,buildings,11003.jpg,120.77945185185185,150,150,136.5,120.11,105.74,0.2284
normalised_11011.jpg,normalised_11011.jpg,buildings,11011.jpg,95.9344,150,150,99.96,96.19,91.65,0.6955
normalised_11024.jpg,normalised_11024.jpg,buildings,11024.jpg,159.66494814814814,150,150,175.32,156.2,147.48,0.6064
normalised_11037.jpg,normalised_11037.jpg,buildings,11037.jpg,126.33948148148149,150,150,115.27,124.54,139.21,0.7056
normalised_1104.jpg,normalised_1104.jpg,buildings,1104.jpg,74.48694814814814,150,150,73.32,74.09,76.05,0.4965
normalised_11042.jpg,normalised_11042.jpg,buildings,11042.jpg,140.9152,150,150,138.61,143.32,140.82,0.6732
normalised_11045.jpg,normalised_11045.jpg,buildings,11045.jpg,105.74011851851851,150,150,120.04,108.65,88.54,0.7882
normalised_11054.jpg,normalised_11054.jpg,buildings,11054.jpg,112.17296296296297,150,150,118.74,114.71,103.07,0.6627
normalised_11055.jpg,normalised_11055.jpg,buildings,11055.jpg,106.51167407407408,150,150,130.95,104.38,84.21,0.5004
normalised_1107.jpg,normalised_1107.jpg,buildings,1107.jpg,109.8769037037037,150,150,125.9,110.05,93.67,0.6407
normalised_11077.jpg,normalised_11077.jpg,buildings,11077.jpg,112.93445925925926,150,150,98.26,105.87,134.67,0.6161
normalised_11084.jpg,normalised_11084.jpg,buildings,11084.jpg,145.56925925925927,150,150,153.51,143.29,139.9,0.4793
normalised_11098.jpg,normalised_11098.jpg,buildings,11098.jpg,105.60127407407407,150,150,148.06,102.97,65.77,0.4612
normalised_11108.jpg,normalised_11108.jpg,buildings,11108.jpg,191.3526222222222,150,150,183.13,193.65,197.28,0.5771
normalised_11117.jpg,normalised_11117.jpg,buildings,11117.jpg,92.21420740740741,150,150,87.51,94.42,94.71,0.313
normalised_1112.jpg,normalised_1112.jpg,buildings,1112.jpg,96.33042962962963,150,150,81.06,106.13,101.8,0.6306
normalised_11131.jpg,normalised_11131.jpg,buildings,11131.jpg,107.30751111111111,150,150,126.26,100.72,94.95,0.4291
normalised_11157.jpg,normalised_11157.jpg,buildings,11157.jpg,143.2549925925926,150,150,142.58,142.53,144.66,0.445
normalised_11173.jpg,normalised_11173.jpg,buildings,11173.jpg,131.64733333333334,150,150,131.65,131.65,131.65,0.6091
normalised_11181.jpg,normalised_11181.jpg,buildings,11181.jpg,139.33628148148148,150,150,155.36,141.02,121.63,0.4444
normalised_11187.jpg,normalised_11187.jpg,buildings,11187.jpg,68.95431111111111,150,150,54.86,62.48,89.52,0.5598
normalised_11197.jpg,normalised_11197.jpg,buildings,11197.jpg,130.27102222222223,150,150,148.93,130.74,111.14,0.458
normalised_112.jpg,normalised_112.jpg,buildings,112.jpg,125.28979259259259,150,150,153.66,126.3,95.91,0.644
normalised_11203.jpg,normalised_11203.jpg,buildings,11203.jpg,135.8416,150,150,135.84,135.84,135.84,0.3956
normalised_11209.jpg,normalised_11209.jpg,buildings,11209.jpg,78.7141037037037,150,150,47.92,95.33,92.9,0.7923
normalised_11226.jpg,normalised_11226.jpg,buildings,11226.jpg,103.10608888888889,150,150,112.18,103.61,93.53,0.3579
normalised_11235.jpg,normalised_11235.jpg,buildings,11235.jpg,99.7417037037037,150,150,103.56,102.3,93.37,0.5125
normalised_11244.jpg,normalised_11244.jpg,buildings,11244.jpg,111.84222222222222,150,150,90.68,113.34,131.51,0.7369
normalised_11249.jpg,normalised_11249.jpg,buildings,11249.jpg,97.39328888888889,150,150,91.37,89.76,111.05,0.7678
normalised_11259.jpg,normalised_11259.jpg,buildings,11259.jpg,137.5576888888889,150,150,137.83,137.19,137.66,0.6135
normalised_11274.jpg,normalised_11274.jpg,buildings,11274.jpg,119.17001481481482,150,150,119.79,120.87,116.85,0.7921
normalised_11278.jpg,normalised_11278.jpg,buildings,11278.jpg,89.28555555555556,150,150,96.55,95.5,75.8,0.6384
normalised_11290.jpg,normalised_11290.jpg,buildings,11290.jpg,106.2685037037037,150,150,93.92,102.76,122.13,0.7981
normalised_11302.jpg,normalised_11302.jpg,buildings,11302.jpg,147.99434074074074,150,150,144.61,147.59,151.78,0.657
normalised_11305.jpg,normalised_11305.jpg,buildings,11305.jpg,110.44626666666667,150,150,132.6,109.37,89.37,0.6865
normalised_11306.jpg,normalised_11306.jpg,buildings,11306.jpg,101.36817777777777,150,150,101.37,101.37,101.37,0.6793
normalised_11307.jpg,normalised_11307.jpg,buildings,11307.jpg,119.80511111111112,150,150,127.63,118.6,113.19,0.5091
normalised_11309.jpg,normalised_11309.jpg,buildings,11309.jpg,118.55294814814815,150,150,122.14,125.18,108.35,0.5991
normalised_11315.jpg,normalised_11315.jpg,buildings,11315.jpg,76.64743703703704,150,150,56.1,79.41,94.44,0.6403
normalised_11316.jpg,normalised_11316.jpg,buildings,11316.jpg,86.46659259259259,150,150,82.91,87.44,89.05,0.5718
normalised_11317.jpg,normalised_11317.jpg,buildings,11317.jpg,134.83831111111112,150,150,153.63,131.31,119.58,0.8028
normalised_11323.jpg,normalised_11323.jpg,buildings,11323.jpg,102.90715555555556,150,150,102.91,102.91,102.91,0.9347
normalised_11334.jpg,normalised_11334.jpg,buildings,11334.jpg,130.92813333333334,150,150,152.81,131.69,108.29,0.3329
normalised_11338.jpg,normalised_11338.jpg,buildings,11338.jpg,117.99368888888888,150,150,126.82,117.62,109.55,0.6307
normalised_11345.jpg,normalised_11345.jpg,buildings,11345.jpg,116.45191111111112,150,150,115.0,119.69,114.67,0.3599
normalised_11349.jpg,normalised_11349.jpg,buildings,11349.jpg,175.60404444444444,150,150,168.37,178.67,179.77,0.5255
normalised_11363.jpg,normalised_11363.jpg,buildings,11363.jpg,113.83220740740741,150,150,110.12,115.03,116.35,0.8253
normalised_11366.jpg,normalised_11366.jpg,buildings,11366.jpg,89.22877037037037,150,150,87.92,89.81,89.96,0.4533
normalised_11371.jpg,normalised_11371.jpg,buildings,11371.jpg,134.87585185185185,150,150,147.62,136.83,120.18,0.5759
normalised_11374.jpg,normalised_11374.jpg,buildings,11374.jpg,110.4922962962963,150,150,110.9,109.9,110.68,0.5613
normalised_11378.jpg,normalised_11378.jpg,buildings,11378.jpg,54.315022222222225,150,150,34.16,55.31,73.48,0.7079
normalised_11410.jpg,normalised_11410.jpg,buildings,11410.jpg,19.994814814814816,150,150,16.41,19.8,23.77,0.2747
normalised_11418.jpg,normalised_11418.jpg,buildings,11418.jpg,99.13202962962963,150,150,110.51,99.41,87.48,0.4653
normalised_11425.jpg,normalised_11425.jpg,buildings,11425.jpg,148.8291851851852,150,150,149.37,148.03,149.09,0.7918
normalised_11428.jpg,normalised_11428.jpg,buildings,11428.jpg,84.2363111111111,150,150,83.22,83.48,86.01,0.6792
normalised_11458.jpg,normalised_11458.jpg,buildings,11458.jpg,108.43845925925926,150,150,70.18,108.14,147.0,0.7764
normalised_11471.jpg,normalised_11471.jpg,buildings,11471.jpg,72.15001481481481,150,150,98.23,67.79,50.44,0.5846
normalised_11477.jpg,normalised_11477.jpg,buildings,11477.jpg,90.86792592592593,150,150,112.13,91.16,69.31,0.3432
normalised_11483.jpg,normalised_11483.jpg,buildings,11483.jpg,123.20432592592593,150,150,108.34,125.5,135.78,0.7828
normalised_11494.jpg,normalised_11494.jpg,buildings,11494.jpg,61.422311111111114,150,150,61.42,61.42,61.42,0.4876
normalised_11499.jpg,normalised_11499.jpg,buildings,11499.jpg,145.57717037037037,150,150,157.35,140.61,138.77,0.2335
normalised_11502.jpg,normalised_11502.jpg,buildings,11502.jpg,121.92571851851852,150,150,125.63,120.42,119.73,0.6301
normalised_11523.jpg,normalised_11523.jpg,buildings,11523.jpg,172.54007407407408,150,150,169.24,176.32,172.06,0.7171
normalised_11530.jpg,normalised_11530.jpg,buildings,11530.jpg,113.7381037037037,150,150,109.16,114.63,117.43,0.3914
normalised_11560.jpg,normalised_11560.jpg,buildings,11560.jpg,123.49915555555556,150,150,113.87,124.91,131.72,0.6755
normalised_11568.jpg,normalised_11568.jpg,buildings,11568.jpg,100.96151111111111,150,150,137.68,96.3,68.9,0.6075
normalised_11569.jpg,normalised_11569.jpg,buildings,11569.jpg,129.51302222222222,150,150,134.58,130.98,122.98,0.2459
normalised_11570.jpg,normalised_11570.jpg,buildings,11570.jpg,87.72531851851852,150,150,82.68,83.92,96.58,0.6315
normalised_11594.jpg,normalised_11594.jpg,buildings,11594.jpg,133.80691851851853,150,150,131.89,135.52,134.02,0.6033
normalised_11595.jpg,normalised_11595.jpg,buildings,11595.jpg,110.93808888888888,150,150,118.1,113.97,100.74,0.7059
normalised_11599.jpg,normalised_11599.jpg,buildings,11599.jpg,91.04666666666667,150,150,90.23,92.29,90.61,0.1996
normalised_11601.jpg,normalised_11601.jpg,buildings,11601.jpg,146.5270074074074,150,150,141.63,148.42,149.53,0.6469
normalised_11605.jpg,normalised_11605.jpg,buildings,11605.jpg,108.41478518518518,150,150,122.23,108.49,94.53,0.6362
normalised_1161.jpg,normalised_1161.jpg,buildings,1161.jpg,116.54514074074073,150,150,105.29,118.63,125.71,0.8173
normalised_11613.jpg,normalised_11613.jpg,buildings,11613.jpg,130.63997037037038,150,150,144.62,132.26,115.05,0.3301
normalised_11620.jpg,normalised_11620.jpg,buildings,11620.jpg,116.46031111111111,150,150,114.65,116.36,118.37,0.6214
normalised_11621.jpg,normalised_11621.jpg,buildings,11621.jpg,63.78602962962963,150,150,74.38,60.07,56.91,0.4548
normalised_11622.jpg,normalised_11622.jpg,buildings,11622.jpg,124.04487407407407,150,150,107.21,126.51,138.42,0.9235
normalised_11627.jpg,normalised_11627.jpg,buildings,11627.jpg,130.2637777777778,150,150,127.93,130.53,132.33,0.5867
normalised_11628.jpg,normalised_11628.jpg,buildings,11628.jpg,144.55108148148148,150,150,146.43,145.44,141.78,0.4689
normalised_11635.jpg,normalised_11635.jpg,buildings,11635.jpg,188.20995555555555,150,150,188.21,188.21,188.21,0.5875
normalised_11642.jpg,normalised_11642.jpg,buildings,11642.jpg,163.04773333333333,150,150,160.27,164.12,164.75,0.4692
normalised_11658.jpg,normalised_11658.jpg,buildings,11658.jpg,136.30188148148147,150,150,138.18,133.46,137.27,0.6822
normalised_11670.jpg,normalised_11670.jpg,buildings,11670.jpg,134.19042962962962,150,150,125.07,137.58,139.92,0.6274
normalised_11696.jpg,normalised_11696.jpg,buildings,11696.jpg,117.04025185185185,150,150,111.67,116.33,123.11,0.6786
normalised_11700.jpg,normalised_11700.jpg,buildings,11700.jpg,83.6222962962963,150,150,82.21,84.96,83.7,0.3952
normalised_11718.jpg,normalised_11718.jpg,buildings,11718.jpg,137.08739259259258,150,150,140.96,138.37,131.93,0.4481
normalised_11731.jpg,normalised_11731.jpg,buildings,11731.jpg,106.91588148148148,150,150,108.32,107.7,104.73,0.5754
normalised_11753.jpg,normalised_11753.jpg,buildings,11753.jpg,116.84094814814814,150,150,117.73,118.92,113.87,0.347
normalised_11780.jpg,normalised_11780.jpg,buildings,11780.jpg,181.45770370370371,150,150,169.95,181.05,193.37,0.3277
normalised_11788.jpg,normalised_11788.jpg,buildings,11788.jpg,122.69278518518519,150,150,129.17,119.36,119.55,0.5531
normalised_11795.jpg,normalised_11795.jpg,buildings,11795.jpg,112.03035555555556,150,150,122.05,114.61,99.42,0.6847
normalised_11796.jpg,normalised_11796.jpg,buildings,11796.jpg,74.00608888888888,150,150,75.22,72.24,74.56,0.7829
normalised_11808.jpg,normalised_11808.jpg,buildings,11808.jpg,130.89084444444444,150,150,129.28,130.69,132.7,0.5965
normalised_11813.jpg,normalised_11813.jpg,buildings,11813.jpg,168.7061185185185,150,150,165.43,165.37,175.32,0.7011
normalised_11827.jpg,normalised_11827.jpg,buildings,11827.jpg,110.95488888888889,150,150,110.95,110.95,110.95,0.4974
normalised_11845.jpg,normalised_11845.jpg,buildings,11845.jpg,129.92958518518518,150,150,133.87,127.52,128.41,0.4675
normalised_11855.jpg,normalised_11855.jpg,buildings,11855.jpg,107.73602962962963,150,150,106.97,108.48,107.76,0.6122
normalised_11883.jpg,normalised_11883.jpg,buildings,11883.jpg,117.78085925925926,150,150,137.68,116.61,99.05,0.6403
normalised_11899.jpg,normalised_11899.jpg,buildings,11899.jpg,113.67890370370371,150,150,129.17,118.81,93.06,0.4935
normalised_11910.jpg,normalised_11910.jpg,buildings,11910.jpg,124.52471111111112,150,150,120.82,130.23,122.52,0.2682
normalised_11924.jpg,normalised_11924.jpg,buildings,11924.jpg,120.07114074074074,150,150,127.75,120.94,111.52,0.3096
normalised_11929.jpg,normalised_11929.jpg,buildings,11929.jpg,89.89678518518518,150,150,92.33,92.19,85.18,0.1057
normalised_1193.jpg,normalised_1193.jpg,buildings,1193.jpg,106.73423703703703,150,150,100.26,105.12,114.83,0.4537
normalised_11937.jpg,normalised_11937.jpg,buildings,11937.jpg,149.00088888888888,150,150,136.54,147.85,162.61,0.4969
normalised_11941.jpg,normalised_11941.jpg,buildings,11941.jpg,110.44477037037036,150,150,97.3,122.35,111.68,0.6963
normalised_11945.jpg,normalised_11945.jpg,buildings,11945.jpg,147.38188148148149,150,150,158.28,148.9,134.97,0.3951
normalised_11947.jpg,normalised_11947.jpg,buildings,11947.jpg,106.30682962962963,150,150,102.21,107.28,109.43,0.4519
normalised_11959.jpg,normalised_11959.jpg,buildings,11959.jpg,143.26811851851852,150,150,152.19,140.33,137.28,0.6001
